# NOTE: 31.05.2026 23:43:04
# Onboard parameters saved by mavparam for (1, 1)
# MAV ID	COMPONENT ID	PARAM NAME	VALUE	(TYPE)
1	1	CA_ROTOR5_PZ	0.0	9
1	1	CA_ROTOR6_AX	0.0	9
1	1	CA_ROTOR6_AY	0.0	9
1	1	CA_ROTOR6_AZ	-1.0	9
1	1	CA_ROTOR6_CT	6.5	9
1	1	CA_ROTOR6_KM	0.05000000074505806	9
1	1	CA_ROTOR6_PX	0.0	9
1	1	CA_ROTOR6_PY	0.0	9
1	1	CA_ROTOR6_PZ	0.0	9
1	1	CA_ROTOR7_AX	0.0	9
1	1	CA_ROTOR7_AY	0.0	9
1	1	CA_ROTOR7_AZ	-1.0	9
1	1	CA_ROTOR7_CT	6.5	9
1	1	CA_ROTOR7_KM	0.05000000074505806	9
1	1	CA_ROTOR7_PX	0.0	9
1	1	CA_ROTOR7_PY	0.0	9
1	1	CA_ROTOR7_PZ	0.0	9
1	1	CA_ROTOR8_AX	0.0	9
1	1	CA_ROTOR8_AY	0.0	9
1	1	CA_ROTOR8_AZ	-1.0	9
1	1	CA_ROTOR8_CT	6.5	9
1	1	CA_ROTOR8_KM	0.05000000074505806	9
1	1	CA_ROTOR8_PX	0.0	9
1	1	CA_ROTOR8_PY	0.0	9
1	1	CA_ROTOR8_PZ	0.0	9
1	1	CA_ROTOR9_AX	0.0	9
1	1	CA_ROTOR9_AY	0.0	9
1	1	CA_ROTOR9_AZ	-1.0	9
1	1	CA_ROTOR9_CT	6.5	9
1	1	CA_ROTOR9_KM	0.05000000074505806	9
1	1	CA_ROTOR9_PX	0.0	9
1	1	CA_ROTOR9_PY	0.0	9
1	1	CA_ROTOR9_PZ	0.0	9
1	1	CA_ROTOR_COUNT	4	6
1	1	CA_R_REV	0	6
1	1	CA_SV0_SLEW	0.0	9
1	1	CA_SV1_SLEW	0.0	9
1	1	CA_SV2_SLEW	0.0	9
1	1	CA_SV3_SLEW	0.0	9
1	1	CA_SV4_SLEW	0.0	9
1	1	CA_SV5_SLEW	0.0	9
1	1	CA_SV6_SLEW	0.0	9
1	1	CA_SV7_SLEW	0.0	9
1	1	CBRK_AIRSPD_CHK	0	6
1	1	CBRK_BUZZER	782090	6
1	1	CBRK_FLIGHTTERM	121212	6
1	1	CBRK_IO_SAFETY	22027	6
1	1	CBRK_SUPPLY_CHK	894281	6
1	1	CBRK_USB_CHK	197848	6
1	1	CBRK_VTOLARMING	0	6
1	1	COM_ACT_FAIL_ACT	0	6
1	1	COM_ARM_ARSP_EN	1	6
1	1	COM_ARM_AUTH_ID	10	6
1	1	COM_ARM_AUTH_MET	0	6
1	1	COM_ARM_AUTH_REQ	0	6
1	1	COM_ARM_AUTH_TO	1.0	9
1	1	COM_ARM_CHK_ESCS	0	6
1	1	COM_ARM_EKF_HGT	1.0	9
1	1	COM_ARM_EKF_POS	0.5	9
1	1	COM_ARM_EKF_VEL	0.5	9
1	1	COM_ARM_EKF_YAW	0.5	9
1	1	COM_ARM_HFLT_CHK	1	6
1	1	COM_ARM_IMU_ACC	0.699999988079071	9
1	1	COM_ARM_IMU_GYR	0.25	9
1	1	COM_ARM_MAG_ANG	60	6
1	1	COM_ARM_MAG_STR	2	6
1	1	COM_ARM_MIS_REQ	0	6
1	1	COM_ARM_SDCARD	1	6
1	1	COM_ARM_SWISBTN	0	6
1	1	COM_ARM_WO_GPS	1	6
1	1	COM_CPU_MAX	95.0	9
1	1	COM_DISARM_LAND	2.0	9
1	1	COM_DISARM_PRFLT	10.0	9
1	1	COM_DL_LOSS_T	10	6
1	1	COM_FAIL_ACT_T	5.0	9
1	1	COM_FLIGHT_UUID	11	6
1	1	COM_FLTMODE1	8	6
1	1	COM_FLTMODE2	8	6
1	1	COM_FLTMODE3	2	6
1	1	COM_FLTMODE4	2	6
1	1	COM_FLTMODE5	7	6
1	1	COM_FLTMODE6	7	6
1	1	COM_FLT_PROFILE	0	6
1	1	COM_FLT_TIME_MAX	-1	6
1	1	COM_FORCE_SAFETY	0	6
1	1	COM_HLDL_LOSS_T	120	6
1	1	COM_HLDL_REG_T	0	6
1	1	COM_HOME_EN	1	6
1	1	COM_HOME_IN_AIR	0	6
1	1	COM_IMB_PROP_ACT	0	6
1	1	COM_KILL_DISARM	5.0	9
1	1	COM_LKDOWN_TKO	3.0	9
1	1	COM_LOW_BAT_ACT	0	6
1	1	COM_MOT_TEST_EN	1	6
1	1	COM_OBC_LOSS_T	5.0	9
1	1	COM_OBL_RC_ACT	0	6
1	1	COM_OBS_AVOID	0	6
1	1	COM_OF_LOSS_T	1.0	9
1	1	COM_PARACHUTE	0	6
1	1	COM_POSCTL_NAVL	0	6
1	1	COM_POS_FS_DELAY	1	6
1	1	COM_POS_FS_EPH	5.0	9
1	1	COM_POS_LOW_EPH	-1.0	9
1	1	COM_POWER_COUNT	1	6
1	1	COM_PREARM_MODE	0	6
1	1	COM_QC_ACT	0	6
1	1	COM_RCL_EXCEPT	0	6
1	1	COM_RC_ARM_HYST	1000	6
1	1	COM_RC_IN_MODE	3	6
1	1	COM_RC_LOSS_T	0.5	9
1	1	COM_RC_OVERRIDE	1	6
1	1	COM_RC_STICK_OV	30.0	9
1	1	COM_SPOOLUP_TIME	1.0	9
1	1	COM_TAKEOFF_ACT	0	6
1	1	COM_VEL_FS_EVH	1.0	9
1	1	COM_WIND_MAX	-1.0	9
1	1	COM_WIND_WARN	-1.0	9
1	1	CP_DELAY	0.4000000059604645	9
1	1	CP_DIST	-1.0	9
1	1	CP_GO_NO_DATA	0	6
1	1	CP_GUIDE_ANG	30.0	9
1	1	DSHOT_3D_DEAD_H	1000	6
1	1	DSHOT_3D_DEAD_L	1000	6
1	1	DSHOT_3D_ENABLE	0	6
1	1	DSHOT_MIN	0.054999999701976776	9
1	1	DSHOT_TEL_CFG	0	6
1	1	EKF2_ABIAS_INIT	0.20000000298023224	9
1	1	EKF2_ABL_ACCLIM	25.0	9
1	1	EKF2_ABL_GYRLIM	3.0	9
1	1	EKF2_ABL_LIM	0.4000000059604645	9
1	1	EKF2_ABL_TAU	0.5	9
1	1	EKF2_ACC_B_NOISE	0.003000000026077032	9
1	1	EKF2_ACC_NOISE	0.3499999940395355	9
1	1	EKF2_AID_MASK	24	6
1	1	EKF2_ANGERR_INIT	0.10000000149011612	9
1	1	EKF2_BARO_CTRL	0	6
1	1	EKF2_BARO_DELAY	0.0	9
1	1	EKF2_BARO_GATE	5.0	9
1	1	EKF2_BARO_NOISE	3.5	9
1	1	EKF2_DECL_TYPE	7	6
1	1	EKF2_GBIAS_INIT	0.10000000149011612	9
1	1	EKF2_GND_EFF_DZ	4.0	9
1	1	EKF2_GND_MAX_HGT	0.5	9
1	1	EKF2_GPS_CHECK	245	6
1	1	EKF2_GPS_CTRL	0	6
1	1	EKF2_GPS_DELAY	110.0	9
1	1	EKF2_GPS_POS_X	0.0	9
1	1	EKF2_GPS_POS_Y	0.0	9
1	1	EKF2_GPS_POS_Z	0.0	9
1	1	EKF2_GPS_P_GATE	5.0	9
1	1	EKF2_GPS_P_NOISE	0.5	9
1	1	EKF2_GPS_V_GATE	5.0	9
1	1	EKF2_GPS_V_NOISE	0.30000001192092896	9
1	1	EKF2_GRAV_NOISE	1.0	9
1	1	EKF2_GSF_TAS	15.0	9
1	1	EKF2_GYR_B_LIM	0.15000000596046448	9
1	1	EKF2_GYR_B_NOISE	0.0010000000474974513	9
1	1	EKF2_GYR_NOISE	0.014999999664723873	9
1	1	EKF2_HDG_GATE	2.5999999046325684	9
1	1	EKF2_HEAD_NOISE	0.30000001192092896	9
1	1	EKF2_HGT_REF	3	6
1	1	EKF2_IMU_CTRL	3	6
1	1	EKF2_IMU_POS_X	0.0	9
1	1	EKF2_IMU_POS_Y	0.0	9
1	1	EKF2_IMU_POS_Z	0.0	9
1	1	EKF2_MAG_ACCLIM	0.5	9
1	1	EKF2_MAG_B_NOISE	9.999999747378752e-05	9
1	1	EKF2_MAG_CHECK	1	6
1	1	EKF2_MAG_DECL	0.0	9
1	1	EKF2_MAG_DELAY	0.0	9
1	1	EKF2_MAG_E_NOISE	0.0010000000474974513	9
1	1	EKF2_MAG_GATE	3.0	9
1	1	EKF2_MAG_NOISE	0.05000000074505806	9
1	1	EKF2_MAG_TYPE	0	6
1	1	EKF2_MAG_YAWLIM	0.20000000298023224	9
1	1	EKF2_MIN_RNG	0.10000000149011612	9
1	1	EKF2_MULTI_IMU	3	6
1	1	EKF2_NOAID_NOISE	10.0	9
1	1	EKF2_NOAID_TOUT	5000000	6
1	1	EKF2_OF_CTRL	0	6
1	1	EKF2_OF_DELAY	20.0	9
1	1	EKF2_OF_GATE	3.0	9
1	1	EKF2_OF_N_MAX	0.5	9
1	1	EKF2_OF_N_MIN	0.15000000596046448	9
1	1	EKF2_OF_POS_X	0.0	9
1	1	EKF2_OF_POS_Y	0.0	9
1	1	EKF2_OF_POS_Z	0.0	9
1	1	EKF2_OF_QMIN	1	6
1	1	EKF2_OF_QMIN_GND	0	6
1	1	EKF2_PREDICT_US	10000	6
1	1	EKF2_REQ_EPH	3.0	9
1	1	EKF2_REQ_EPV	5.0	9
1	1	EKF2_REQ_GPS_H	10.0	9
1	1	EKF2_REQ_HDRIFT	0.10000000149011612	9
1	1	EKF2_REQ_NSATS	6	6
1	1	EKF2_REQ_PDOP	2.5	9
1	1	EKF2_REQ_SACC	0.5	9
1	1	EKF2_REQ_VDRIFT	0.20000000298023224	9
1	1	EKF2_RNG_A_HMAX	5.0	9
1	1	EKF2_RNG_A_IGATE	1.0	9
1	1	EKF2_RNG_A_VMAX	1.0	9
1	1	EKF2_RNG_CTRL	1	6
1	1	EKF2_RNG_DELAY	5.0	9
1	1	EKF2_RNG_GATE	5.0	9
1	1	EKF2_RNG_K_GATE	1.0	9
1	1	EKF2_RNG_NOISE	0.10000000149011612	9
1	1	EKF2_RNG_PITCH	0.0	9
1	1	EKF2_RNG_POS_X	0.0	9
1	1	EKF2_RNG_POS_Y	0.0	9
1	1	EKF2_RNG_POS_Z	0.0	9
1	1	EKF2_RNG_QLTY_T	1.0	9
1	1	EKF2_RNG_SFE	0.05000000074505806	9
1	1	EKF2_SEL_ERR_RED	0.20000000298023224	9
1	1	EKF2_SEL_IMU_ACC	1.0	9
1	1	EKF2_SEL_IMU_ANG	15.0	9
1	1	EKF2_SEL_IMU_RAT	7.0	9
1	1	EKF2_SEL_IMU_VEL	2.0	9
1	1	EKF2_SYNT_MAG_Z	0	6
1	1	EKF2_TAU_POS	0.25	9
1	1	EKF2_TAU_VEL	0.25	9
1	1	EKF2_TERR_GRAD	0.5	9
1	1	EKF2_TERR_MASK	3	6
1	1	EKF2_TERR_NOISE	5.0	9
1	1	EKF2_WIND_NSD	0.009999999776482582	9
1	1	EV_TSK_RC_LOSS	0	6
1	1	EV_TSK_STAT_DIS	0	6
1	1	FD_ACT_EN	1	6
1	1	FD_ACT_MOT_C2T	2.0	9
1	1	FD_ACT_MOT_THR	0.20000000298023224	9
1	1	FD_ACT_MOT_TOUT	100	6
1	1	FD_ESCS_EN	1	6
1	1	FD_EXT_ATS_EN	0	6
1	1	FD_EXT_ATS_TRIG	1900	6
1	1	FD_FAIL_P	60	6
1	1	FD_FAIL_P_TTRI	0.30000001192092896	9
1	1	FD_FAIL_R	60	6
1	1	FD_FAIL_R_TTRI	0.30000001192092896	9
1	1	FD_IMB_PROP_THR	30	6
1	1	FLW_TGT_ALT_M	0	6
1	1	FLW_TGT_DST	8.0	9
1	1	FLW_TGT_FA	180.0	9
1	1	FLW_TGT_HT	8.0	9
1	1	FLW_TGT_MAX_VEL	5.0	9
1	1	FLW_TGT_RS	0.10000000149011612	9
1	1	FW_AIRSPD_MAX	20.0	9
1	1	FW_AIRSPD_TRIM	15.0	9
1	1	FW_ARSP_MODE	0	6
1	1	FW_PSP_OFF	0.0	9
1	1	FW_T_CLMB_R_SP	3.0	9
1	1	FW_T_SINK_R_SP	2.0	9
1	1	GF_ACTION	2	6
1	1	GF_ALTMODE	0	6
1	1	GF_COUNT	-1	6
1	1	GF_MAX_HOR_DIST	0.0	9
1	1	GF_MAX_VER_DIST	0.0	9
1	1	GF_PREDICT	0	6
1	1	GF_SOURCE	0	6
1	1	GND_SPEED_THR_SC	1.0	9
1	1	GPS_1_CONFIG	0	6
1	1	GPS_2_CONFIG	0	6
1	1	GPS_UBX_DYNMODEL	6	6
1	1	HTE_ACC_GATE	3.0	9
1	1	HTE_HT_ERR_INIT	0.10000000149011612	9
1	1	HTE_HT_NOISE	0.003599999938160181	9
1	1	HTE_THR_RANGE	0.20000000298023224	9
1	1	HTE_VXY_THR	10.0	9
1	1	HTE_VZ_THR	2.0	9
1	1	IMU_ACCEL_CUTOFF	30.0	9
1	1	IMU_DGYRO_CUTOFF	30.0	9
1	1	IMU_GYRO_CAL_EN	1	6
1	1	IMU_GYRO_CUTOFF	40.0	9
1	1	IMU_GYRO_DNF_BW	15.0	9
1	1	IMU_GYRO_DNF_EN	0	6
1	1	IMU_GYRO_DNF_HMC	3	6
1	1	IMU_GYRO_DNF_MIN	25.0	9
1	1	IMU_GYRO_FFT_EN	1	6
1	1	IMU_GYRO_FFT_LEN	512	6
1	1	IMU_GYRO_FFT_MAX	150.0	9
1	1	IMU_GYRO_FFT_MIN	30.0	9
1	1	IMU_GYRO_FFT_SNR	10.0	9
1	1	IMU_GYRO_NF0_BW	20.0	9
1	1	IMU_GYRO_NF0_FRQ	0.0	9
1	1	IMU_GYRO_NF1_BW	20.0	9
1	1	IMU_GYRO_NF1_FRQ	0.0	9
1	1	IMU_GYRO_RATEMAX	2000	6
1	1	IMU_INTEG_RATE	200	6
1	1	LNDMC_ALT_GND	2.0	9
1	1	LNDMC_ALT_MAX	-1.0	9
1	1	LNDMC_ROT_MAX	20.0	9
1	1	LNDMC_TRIG_TIME	1.0	9
1	1	LNDMC_XY_VEL_MAX	1.5	9
1	1	LNDMC_Z_VEL_MAX	0.25	9
1	1	LND_FLIGHT_T_HI	0	6
1	1	LND_FLIGHT_T_LO	126255406	6
1	1	MAN_ARM_GESTURE	1	6
1	1	MAV_0_CONFIG	201	6
1	1	MAV_0_FLOW_CTRL	2	6
1	1	MAV_0_FORWARD	1	6
1	1	MAV_0_MODE	2	6
1	1	MAV_0_RADIO_CTL	1	6
1	1	MAV_0_RATE	0	6
1	1	MAV_1_CONFIG	0	6
1	1	MAV_2_CONFIG	0	6
1	1	MAV_COMP_ID	1	6
1	1	MAV_FWDEXTSP	1	6
1	1	MAV_HASH_CHK_EN	1	6
1	1	MAV_HB_FORW_EN	1	6
1	1	MAV_PROTO_VER	0	6
1	1	MAV_RADIO_TOUT	5	6
1	1	MAV_SIK_RADIO_ID	0	6
1	1	MAV_SYS_ID	1	6
1	1	MAV_TYPE	2	6
1	1	MAV_USEHILGPS	0	6
1	1	MBE_ENABLE	1	6
1	1	MBE_LEARN_GAIN	18.0	9
1	1	MC_ACRO_EXPO	0.6899999976158142	9
1	1	MC_ACRO_EXPO_Y	0.6899999976158142	9
1	1	MC_ACRO_P_MAX	720.0	9
1	1	MC_ACRO_R_MAX	720.0	9
1	1	MC_ACRO_SUPEXPO	0.699999988079071	9
1	1	MC_ACRO_SUPEXPOY	0.699999988079071	9
1	1	MC_ACRO_Y_MAX	540.0	9
1	1	MC_AIRMODE	0	6
1	1	MC_AT_APPLY	1	6
1	1	MC_AT_EN	1	6
1	1	MC_AT_RISE_TIME	0.14000000059604645	9
1	1	MC_AT_START	0	6
1	1	MC_AT_SYSID_AMP	0.699999988079071	9
1	1	MC_BAT_SCALE_EN	0	6
1	1	MC_MAN_TILT_TAU	0.0	9
1	1	MC_ORBIT_RAD_MAX	1000.0	9
1	1	MC_PITCHRATE_D	0.003000000026077032	9
1	1	MC_PITCHRATE_FF	0.0	9
1	1	MC_PITCHRATE_I	0.20000000298023224	9
1	1	MC_PITCHRATE_K	1.0	9
1	1	MC_PITCHRATE_MAX	220.0	9
1	1	MC_PITCHRATE_P	0.15000000596046448	9
1	1	MC_PITCH_P	6.5	9
1	1	MC_PR_INT_LIM	0.30000001192092896	9
1	1	MC_ROLLRATE_D	0.003000000026077032	9
1	1	MC_ROLLRATE_FF	0.0	9
1	1	MC_ROLLRATE_I	0.20000000298023224	9
1	1	MC_ROLLRATE_K	1.0	9
1	1	MC_ROLLRATE_MAX	220.0	9
1	1	MC_ROLLRATE_P	0.15000000596046448	9
1	1	MC_ROLL_P	6.5	9
1	1	MC_RR_INT_LIM	0.30000001192092896	9
1	1	MC_YAWRATE_D	0.0	9
1	1	MC_YAWRATE_FF	0.0	9
1	1	MC_YAWRATE_I	0.10000000149011612	9
1	1	MC_YAWRATE_K	1.0	9
1	1	MC_YAWRATE_MAX	200.0	9
1	1	MC_YAWRATE_P	0.20000000298023224	9
1	1	MC_YAW_P	2.799999952316284	9
1	1	MC_YAW_WEIGHT	0.4000000059604645	9
1	1	MC_YR_INT_LIM	0.30000001192092896	9
1	1	MIS_DIST_1WP	900.0	9
1	1	MIS_LND_ABRT_ALT	30	6
1	1	MIS_MNT_YAW_CTL	0	6
1	1	MIS_PD_TO	5.0	9
1	1	MIS_TAKEOFF_ALT	2.5	9
1	1	MIS_TKO_LAND_REQ	0	6
1	1	MIS_YAW_ERR	12.0	9
1	1	MIS_YAW_TMT	-1.0	9
1	1	MNT_MODE_IN	-1	6
1	1	MOT_POLE_COUNT	14	6
1	1	MOT_SLEW_MAX	0.0	9
1	1	MPC_ACC_DOWN_MAX	3.0	9
1	1	MPC_ACC_HOR	3.0	9
1	1	MPC_ACC_HOR_MAX	5.0	9
1	1	MPC_ACC_UP_MAX	4.0	9
1	1	MPC_ALT_MODE	0	6
1	1	MPC_HOLD_DZ	0.10000000149011612	9
1	1	MPC_HOLD_MAX_XY	0.800000011920929	9
1	1	MPC_HOLD_MAX_Z	0.6000000238418579	9
1	1	MPC_JERK_AUTO	4.0	9
1	1	MPC_JERK_MAX	8.0	9
1	1	MPC_LAND_ALT1	10.0	9
1	1	MPC_LAND_ALT2	5.0	9
1	1	MPC_LAND_ALT3	1.0	9
1	1	MPC_LAND_CRWL	0.30000001192092896	9
1	1	MPC_LAND_RADIUS	1000.0	9
1	1	MPC_LAND_RC_HELP	0	6
1	1	MPC_LAND_SPEED	0.699999988079071	9
1	1	MPC_MANTHR_MIN	0.07999999821186066	9
1	1	MPC_MAN_TILT_MAX	35.0	9
1	1	MPC_MAN_Y_MAX	150.0	9
1	1	MPC_MAN_Y_TAU	0.07999999821186066	9
1	1	MPC_POS_MODE	4	6
1	1	MPC_THR_CURVE	0	6
1	1	MPC_THR_HOVER	0.5	9
1	1	MPC_THR_MAX	1.0	9
1	1	MPC_THR_MIN	0.11999999731779099	9
1	1	MPC_THR_XY_MARG	0.30000001192092896	9
1	1	MPC_TILTMAX_AIR	45.0	9
1	1	MPC_TILTMAX_LND	12.0	9
1	1	MPC_TKO_RAMP_T	3.0	9
1	1	MPC_TKO_SPEED	1.5	9
1	1	MPC_USE_HTE	1	6
1	1	MPC_VELD_LP	5.0	9
1	1	MPC_VEL_MANUAL	10.0	9
1	1	MPC_VEL_MAN_BACK	-1.0	9
1	1	MPC_VEL_MAN_SIDE	-1.0	9
1	1	MPC_XY_CRUISE	5.0	9
1	1	MPC_XY_ERR_MAX	2.0	9
1	1	MPC_XY_MAN_EXPO	0.6000000238418579	9
1	1	MPC_XY_P	0.949999988079071	9
1	1	MPC_XY_TRAJ_P	0.5	9
1	1	MPC_XY_VEL_ALL	-10.0	9
1	1	MPC_XY_VEL_D_ACC	0.20000000298023224	9
1	1	MPC_XY_VEL_I_ACC	0.4000000059604645	9
1	1	MPC_XY_VEL_MAX	12.0	9
1	1	MPC_XY_VEL_P_ACC	1.7999999523162842	9
1	1	MPC_YAWRAUTO_MAX	45.0	9
1	1	MPC_YAW_EXPO	0.6000000238418579	9
1	1	MPC_YAW_MODE	0	6
1	1	MPC_Z_MAN_EXPO	0.6000000238418579	9
1	1	MPC_Z_P	1.0	9
1	1	MPC_Z_VEL_ALL	-3.0	9
1	1	MPC_Z_VEL_D_ACC	0.0	9
1	1	MPC_Z_VEL_I_ACC	2.0	9
1	1	MPC_Z_VEL_MAX_DN	1.5	9
1	1	MPC_Z_VEL_MAX_UP	3.0	9
1	1	MPC_Z_VEL_P_ACC	4.0	9
1	1	MPC_Z_V_AUTO_DN	1.5	9
1	1	MPC_Z_V_AUTO_UP	3.0	9
1	1	NAV_ACC_RAD	2.0	9
1	1	NAV_DLL_ACT	0	6
1	1	NAV_FORCE_VT	1	6
1	1	NAV_FW_ALTL_RAD	5.0	9
1	1	NAV_FW_ALT_RAD	10.0	9
1	1	NAV_LOITER_RAD	80.0	9
1	1	NAV_MC_ALT_RAD	0.800000011920929	9
1	1	NAV_MIN_LTR_ALT	-1.0	9
1	1	NAV_RCL_ACT	2	6
1	1	NAV_TRAFF_AVOID	1	6
1	1	NAV_TRAFF_A_HOR	500.0	9
1	1	NAV_TRAFF_A_VER	500.0	9
1	1	NAV_TRAFF_COLL_T	60	6
1	1	PLD_BTOUT	5.0	9
1	1	PLD_FAPPR_ALT	0.10000000149011612	9
1	1	PLD_HACC_RAD	0.20000000298023224	9
1	1	PLD_MAX_SRCH	3	6
